Name,Epoch Date Close Approach,Relative Velocity km per sec,Relative Velocity km per hr,Miles per hour,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles),Jupiter Tisserand Invariant,Epoch Osculation,Semi Major Axis,Asc Node Longitude,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,approach_year,approach_month,approach_day,Orbital Period,Orbit Uncertainity,Hazardous
3409964,7.97929E+11,Very Slow,,,0.382616727,148.8379059,,35566448,,2458000.5,1.052079403,,242.2931976,1.36371177,,,0.913337515,1995,,15,Low,,TRUE
3562320,7.97929E+11,Slow,50728.33138,,0.268970285,104.6294403,40237380,25002350,,,0.863323089,18.6394879,344.8005314,1.034788039,2458132.945,197.2654368,,,,15,Low,High,FALSE
3747992,7.97929E+11,,40318.2038,,0.232869134,90.58609009,34836728,21646538,,2458000.5,0.869336432,150.0050897,204.9786871,1.023604203,2457906.714,114.0409109,1.215968301,1995,,15,Low,,FALSE
3373683,7.98534E+11,Very Slow,,,0.036241749,14.09803963,5421688.5,3368881,5.768,,1.061197121,215.4436355,,1.198138093,2457865.406,301.4816145,,1995,,22,Low,Low,TRUE
3719206,7.98534E+11,Fast,93793.96984,58279.92531,0.400642975,155.8501129,59935336,37242092,,2458000.5,,114.7292731,354.169234,2.298905386,2457734.923,144.3317647,0.543464194,1995,4,22,Medium,,FALSE
3394543,7.98534E+11,Slow,69367.00524,,0.439236961,,65708916,40829628,5.148,2458000.5,1.182148765,,110.1549531,1.800723602,,164.4894217,0.766824314,1995,,22,Low,Low,TRUE
2489486,,Very Slow,33497.51589,,0.036241749,14.09803963,,3368881,,2458000.5,1.061191066,215.4428313,61.1891387,1.198101,2457865.417,121.7908146,0.90159957,,,22,Low,,TRUE
2356991,7.99916E+11,,51633.11046,32082.80689,0.226923408,88.27320862,33947260,21093848,,,2.104018122,299.0216816,332.9520295,3.224375682,2457678.054,104.1327876,0.322945963,1995,,8,High,Low,TRUE
3648769,,Very Slow,39036.72631,24255.90363,0.307915058,,46063436,28622494,6.379,,0.935217007,204.1993483,23.65247194,1.166566083,2458103.637,247.6041478,,1995,,8,Low,Low,FALSE
3773650,7.99916E+11,,,,,,29137866,18105430,6.696,,0.874062218,100.3027573,257.1689857,1.209601643,2457968.782,38.25533,1.206120092,1995,,8,,Medium,FALSE
2088959,8.00521E+11,Very Fast,132850.034,82547.84474,,,46238112,28731030,,2458000.5,1.723590508,38.98727038,114.9699501,2.695657712,2458079.943,325.3972972,0.435564959,1995,,15,Medium,Low,FALSE
3277704,8.00521E+11,,56869.50626,35336.4996,0.183460463,,27445294,17053716,,2458000.5,,,246.8332903,1.335932256,2458117.764,267.2300401,0.791123175,1995,,15,Low,Low,FALSE
3459306,8.00521E+11,Slow,,45385.47826,0.20348541,79.15582275,30440984,18915152,,,,191.2587797,147.9375113,1.850759132,2458112.46,281.3684519,0.702318043,,,15,Low,Low,FALSE
3562321,8.00521E+11,,71477.46223,44413.31535,0.149688242,58.22872543,22393042,13914392,,,0.896338941,38.7816058,,1.368299666,2457976.506,27.86736523,1.161437054,1995,5,15,Low,Low,FALSE
3701883,8.00521E+11,,,55292.26508,0.342575691,133.2619476,,31844400,,,1.653696613,74.49124208,250.7422433,2.535524147,2457669.893,153.2259945,0.463468603,1995,,15,Medium,,TRUE
3728898,8.00521E+11,,,25493.05963,0.23383878,90.96328735,,21736672,,2458000.5,,16.98040476,125.979501,,2457807.135,165.1195034,0.853928014,,5,,Low,Low,FALSE
3484042,,Slow,,,0.109673913,,16406984,10194827,4.044,,1.661650553,72.21757892,,2.477271393,2457629.305,,0.460144811,1995,5,22,Medium,,FALSE
3330689,8.01126E+11,Slow,52866.63512,32849.27114,0.387056474,150.5649719,57902824,35979148,,2458000.5,1.233608012,,323.5602404,1.467602397,2457831.348,121.6788611,,1995,5,,Low,Low,FALSE
3605319,8.01126E+11,Slow,70330.21491,,0.346919794,,51898464,32248210,,2458000.5,2.269587545,95.20300055,158.5215331,3.611555024,,189.5306371,0.288259524,1995,5,22,High,,FALSE
3694462,8.01126E+11,,17366.03508,10790.57885,0.401786572,156.2949677,,37348396,4.769,2458000.5,,214.1302323,119.6465719,1.844104467,2458076.2,313.2636057,0.617388454,1995,5,22,Low,,FALSE
3127399,8.02595E+11,,41429.69471,25742.80114,0.025860867,,,2403917.75,5.054,2458000.5,1.253655419,,38.56656344,1.507677719,,285.6728098,0.702161156,1995,6,,Low,,FALSE
3397922,8.02595E+11,Slow,,41008.49263,0.355113415,138.1391144,53124212,33009854,5.208,2457800.5,1.187057032,91.30172769,58.29306828,1.465781824,,349.2002761,0.762073213,1995,6,,Low,,TRUE
3672731,8.02595E+11,Very Slow,,17730.4782,0.162800323,,24354582,15133236,5.537,2458000.5,1.12660195,242.5828956,318.5163366,,2458071.889,301.1588143,,,,8,Low,,FALSE
3463371,,Slow,70802.20429,43993.73632,,142.5784149,54831432,34070672,6.447,2458000.5,0.912717017,87.57392832,,1.185759888,2458072.706,278.3844048,,1995,6,,Low,Low,FALSE
2484402,8.02595E+11,Slow,,41008.43356,0.355112424,138.1387329,53124064,33009764,5.208,2458000.5,1.187075903,,58.30311252,,2457814.668,141.6139707,0.762055041,,6,8,Low,Low,TRUE
3776112,8.02595E+11,,62932.88134,,0.323688706,,48423144,,5.612,2458000.5,1.062613441,280.3174925,202.1321893,1.493480811,,194.9409037,0.899789906,1995,6,,Low,Medium,FALSE
2154244,8.032E+11,,58051.77385,36071.1147,0.300967103,117.0762024,,,3.367,2458000.5,2.306718529,213.2863018,98.03956329,3.571727313,2457601.275,112.3129187,0.281327487,1995,,15,High,Low,FALSE
3363380,8.032E+11,,48510.84603,,0.065619911,25.52614403,9816599,6099751.5,,2458000.5,1.150231298,268.096334,,1.506541146,2458052.234,318.6663284,0.798962329,1995,6,,Low,,FALSE
3673983,8.032E+11,,,,0.094274903,,,8763400,4.633,2458000.5,1.438387666,,18.9283631,1.771836034,,309.8889443,0.571334103,1995,,15,Medium,,FALSE
3673919,8.032E+11,Slow,60977.87629,37889.28096,0.30841203,119.9722748,,28668688,3.5,2458000.5,2.161978056,237.8567753,78.24190435,3.299497229,,,0.310046727,,,15,High,Medium,FALSE
2308242,8.03804E+11,,47212.35124,29335.91903,0.046096606,17.93157959,,,7.557,2458000.5,0.753184434,272.692819,156.6239373,,2458103.876,204.1265053,,1995,6,22,Low,Low,TRUE
2366746,8.03804E+11,,39836.08405,24752.59345,0.48919103,190.2953033,73181936,45473148,5.556,2458000.5,1.087142229,246.7509553,256.0421444,1.588849709,2458057.799,310.1782421,0.869509888,1995,,22,Low,,TRUE
3545558,8.03804E+11,,,28077.96289,0.121790031,47.37631989,,11321091,6.997,2458000.5,0.830728068,166.1544806,319.7961989,1.153422125,2458016.803,,1.301714515,1995,6,22,Low,,FALSE
3608823,,,45095.52508,28020.60557,0.373472573,145.2808228,,34716444,,,0.929745407,323.4926065,264.2658161,1.264569188,2458072.033,281.3559795,,1995,6,22,Low,,FALSE
3775092,8.03804E+11,Slow,46207.17944,28711.34436,0.316918802,,47410376,29459442,4.491,2458000.5,1.498548587,,259.3072848,1.940385108,2457965.064,19.03910494,0.537276483,1995,,22,Medium,Medium,FALSE
2090416,8.05187E+11,Fast,,54498.61387,0.453782453,176.5213623,,42181712,,2458000.5,1.694978563,326.9024686,233.0557394,,2457919.652,36.11013318,0.446640148,1995,7,8,Medium,Low,TRUE
2216523,8.05187E+11,Very Slow,32231.40861,20027.34387,0.13830515,53.80070114,,12856266,,2456346.5,0.913852028,205.242573,211.1301077,1.290445731,,330.2984546,1.128210803,1995,7,8,Low,Low,TRUE
2309728,,Slow,56140.69577,,0.387172398,,57920168,35989924,,2458000.5,,90.67146973,235.8207926,,2457630.109,138.6044237,0.374211514,,7,8,Medium,,FALSE
2458418,8.05187E+11,Fast,113787.8472,70703.34316,,,,38382964,3.594,2458000.5,1.854462055,124.7942813,237.7160546,2.851226417,,264.9401354,,1995,7,8,Medium,Low,TRUE
3007951,8.05187E+11,Fast,,71986.58653,,92.62763977,,,,2458000.5,,276.4541322,,1.906274498,2457979.537,,0.897389304,1995,7,8,Low,,FALSE
2495829,,,115853.0612,71986.58683,,,35621840,22134386,5.289,2458000.5,1.064507658,276.4541315,160.1054356,1.906274507,2457979.537,18.81210291,,1995,7,,Low,,FALSE
3414393,8.05792E+11,,66663.09174,41421.85276,0.32111022,124.9118729,48037404,29849060,4.574,,1.376451096,106.1303161,244.0632687,1.717393412,2457658.844,324.390888,,1995,7,,Low,Low,FALSE
3440397,8.05792E+11,Fast,,69631.46766,0.479768445,186.6299286,,44597264,3.918,,1.733869194,317.3928578,228.7276848,2.786869979,2458218.506,265.8872187,0.431697544,1995,7,15,,Low,TRUE
2470594,8.05792E+11,,66663.07001,41421.83925,0.321111829,,48037648,29849210,,,1.376501612,106.124859,244.0608254,1.717388349,,208.5269511,,1995,7,15,Low,Low,FALSE
3414402,8.05792E+11,Fast,94852.32165,,0.371910357,144.6731262,,34571228,,2458000.5,,296.3182957,56.5605408,,,158.076077,0.377656728,1995,7,15,Medium,Low,FALSE
2212359,,Slow,73050.47728,45390.72573,0.40689832,,60871124,37823564,3.427,,2.016449151,168.5299865,167.1005289,3.442908314,2458304.369,255.405256,0.344209745,,7,,Medium,,FALSE
2348314,,Slow,55231.99079,34319.01117,0.443298983,172.4433136,,41207216,5.169,2458000.5,1.189569735,292.475757,,,2458067.793,308.879961,0.759659922,1995,,22,Low,Low,TRUE
3560054,8.06396E+11,Very Slow,35390.69803,21990.40345,0.326699935,127.0862808,,30368658,6.424,,,359.7151699,330.5650247,1.131459673,,325.6108651,1.107221384,,7,,Low,Medium,FALSE
3666783,8.06396E+11,,55490.65998,34479.73814,0.481554249,187.3246002,,44763264,,,0.752153136,358.6587801,347.462346,0.956041852,2458042.556,296.4561445,1.510931126,1995,7,22,Low,Low,TRUE
2307070,8.07865E+11,,52917.50892,32880.88214,0.29796017,115.9065018,,27697128,4.911,,1.310034736,119.3113638,,1.636811201,,217.1735398,0.657324556,,,8,Low,,FALSE
2314082,8.07865E+11,,76521.0624,47547.21235,,,45663968,28374274,,2458000.5,2.237486606,116.8191316,139.3276944,3.523952572,2458453.145,226.7028231,0.294485156,1995,8,8,High,Low,TRUE
3008362,8.07865E+11,Slow,,44399.41074,0.483580263,,72342576,44951592,4.593,2458000.5,1.367546505,118.9617954,305.8884069,,2458225.754,221.1766294,,1995,8,8,Low,,FALSE
3182823,8.07865E+11,Very Slow,,,0.039103509,15.21126461,5849801.5,3634898.25,6.997,2458000.5,0.830129387,243.0519125,,1.168257114,2458037.143,312.250296,1.303122944,1995,,8,Low,Medium,FALSE
3390647,8.07865E+11,Slow,57819.83861,35926.99916,0.49007135,,73313632,45554980,,2458000.5,0.906144457,211.1157355,44.63381586,,2458106.755,,1.142636037,1995,,8,Low,,TRUE
3746629,8.07865E+11,Slow,,45821.67572,0.446881057,173.836731,66852456,41540188,,2458000.5,1.288215732,,54.57036919,1.670708811,,330.3027266,0.674095109,,8,8,Low,Medium,FALSE
3662252,8.07865E+11,Slow,70325.74167,43697.68098,0.365781536,142.2890167,,34001520,,2458000.5,,334.352604,239.4568281,1.678462713,2457812.928,128.0888493,,,8,8,Low,Medium,FALSE
2365449,8.0847E+11,,47525.97735,29530.7941,,173.9260406,66886804,,,,0.968377582,,358.5166597,1.491802904,2458091.375,,,1995,8,15,Low,,FALSE
3410474,8.0847E+11,,,,0.430594029,167.5010834,,40026216,,2458000.5,1.022048327,64.94457277,,,2457920.96,75.8722848,0.953886992,1995,8,,,,FALSE
3426239,8.0847E+11,Slow,51292.59547,31871.22412,0.200427048,77.96612549,,18630858,6.754,2458000.5,0.869240053,,241.2457182,1.084718406,,179.924266,,,,15,Low,Low,FALSE
3623682,8.0847E+11,,55789.21366,34665.24779,0.290542724,113.0211182,43464572,,,,0.992841817,,105.9025699,1.185916592,2457830.559,,0.996285897,1995,8,,,High,FALSE
3724948,,Slow,71586.57467,44481.11358,0.224362704,87.27709198,33564184,20855816,3.715,2458000.5,,242.808322,165.6231304,,,262.1602702,,1995,8,15,Medium,Low,FALSE
2099799,8.09075E+11,Very Slow,,,,96.18301392,36989136,22983984,4.57,2458000.5,1.461599741,122.4573311,,1.864482687,,,0.557778009,1995,,,Medium,,FALSE
2267759,8.09075E+11,,38412.74411,23868.18536,0.472274629,,,43900668,,,1.373675246,137.0475227,101.1889164,,2458050.991,329.0904802,0.612178349,1995,8,22,,,FALSE
3645649,8.09075E+11,Slow,70733.78176,43951.22123,,183.4558868,,43838792,5.865,2458000.5,1.042607694,,,1.254310277,2458180.936,192.9503264,0.925811744,1995,8,22,Low,,FALSE
3761271,,Slow,56981.94924,35406.36729,0.334093393,,49979660,31055922,7.176,,0.804511168,206.1288496,327.9460141,1.096018776,2458032.74,315.9645924,1.36585928,1995,8,22,Low,Medium,FALSE
3150188,8.10544E+11,Slow,,28736.60831,,163.667923,,39110240,5.122,2458000.5,1.220779403,157.2242453,76.36357281,1.431669723,2458195.525,217.4920488,,,9,8,Low,Low,FALSE
3508168,8.10544E+11,,75552.91578,,0.480763315,,71921168,44689744,4.943,2457600.5,1.249949556,149.9465217,,1.556623789,2457720.011,275.7103215,,1995,,8,Low,Low,TRUE
3691712,,Very Slow,,3231.006463,0.111972205,,16750804,10408467,,,1.167829549,7.634139745,19.27899905,1.294439981,2457870.114,101.8278746,0.780970958,1995,,8,Low,,FALSE
2477519,8.10544E+11,Slow,75552.65275,,0.480760265,187.0157471,71920712,44689460,4.943,,1.249866956,,309.2546883,1.556562725,,197.8474532,0.705356048,1995,9,8,Low,Low,TRUE
3766334,8.10544E+11,Slow,,27288.93732,0.343867842,133.7645874,51441896,31964512,4.56,,1.452642086,,127.8868226,1.904900836,2457684.268,178.0213353,,1995,9,8,Medium,,FALSE
3625128,8.10544E+11,Slow,78564.94481,,,170.8551636,65705832,40827712,3.725,2458000.5,1.810032265,,204.5057853,3.059710299,2457982.891,7.126982341,0.404738576,1995,9,8,Medium,Low,FALSE
2347634,,,55870.88248,34715.99361,0.427378053,,63934848,39727272,,,,191.2527124,29.44391573,1.744230727,2458125.674,256.2265858,0.829031909,1995,,15,Low,,FALSE
3666733,8.11148E+11,,20779.90891,12911.82729,0.403915922,157.123291,60424960,37546328,5.004,2458000.5,1.292702073,45.26691336,190.6591072,1.536922777,2457869.144,,0.67058897,1995,9,,,Medium,FALSE
3771633,8.11148E+11,Very Slow,21548.49749,13389.39834,0.200796644,78.1098938,30038752,18665214,,2458000.5,1.007138471,185.8691791,100.323037,1.273077299,2457910.969,87.30597168,0.975147463,1995,9,15,,,FALSE
3160737,,,118849.4444,73848.42286,0.42879237,166.8002319,,39858740,2.976,,2.535083409,344.1615922,118.2595344,4.418446995,2457387.13,,,1995,9,22,High,,TRUE
3684352,8.11753E+11,Slow,,27364.06854,0.252446576,,,23466374,,2458000.5,1.777807588,344.0968674,64.44728661,2.485420408,2457833.432,69.46572316,,1995,9,22,Medium,Medium,FALSE
3781651,,,72217.26953,44873.00283,0.32671246,127.0911484,48875488,30369820,6.825,2458000.5,0.853061455,,,1.131190023,2458114.158,,,1995,,22,Low,,FALSE
2162694,8.13136E+11,Fast,,54661.85837,0.436776896,169.9062195,,40600952,6.606,2458000.5,0.870280909,29.79498678,,,,87.25022797,1.213989384,1995,10,,,Low,FALSE
3429684,,Very Slow,,18293.50361,0.124022663,48.24481583,18553526,11528627,,2458000.5,,9.750383078,,1.331031251,,128.5098086,,1995,,,Low,Medium,FALSE
3581238,8.13136E+11,Slow,50396.70916,31314.5552,0.273519958,106.3992691,,25425270,6.484,2458000.5,0.89385758,12.96137181,218.6192689,1.354004407,,85.11513055,1.166276656,1995,10,8,Low,,FALSE
3601472,8.13136E+11,,55719.41588,34621.87816,0.208870398,,31246566,19415716,3.275,2458000.5,2.176240135,,86.23064423,3.725615932,,280.3456586,0.30700387,,,8,High,,TRUE
3666677,,Very Slow,37273.97235,23160.59687,0.102936536,40.04231262,15399087,9568549,,,,10.38189098,81.31956728,1.50621293,2458069.78,307.0930837,0.763669496,1995,10,,Low,Medium,FALSE
3730802,,Very Slow,25326.28535,15736.76881,0.116850355,45.45478821,,10861919,6.661,,,4.523783599,,1.106863233,,246.40938,1.182735479,1995,10,8,,,FALSE
3092146,8.1374E+11,Very Slow,16354.9951,10162.35793,0.422225279,164.245636,,39248292,4.545,,,12.47108402,,2.035348305,2450100.317,,,1995,,15,,High,FALSE
3471585,8.1374E+11,Fast,85319.53695,53014.24228,0.466018362,181.2811432,69715352,43319112,7.499,,,22.38391211,185.4172635,1.02368426,2457910.789,133.4904732,1.488000076,1995,,15,Low,High,FALSE
3610358,8.1374E+11,Very Fast,124987.4525,77662.34233,0.379856726,147.764267,56825760,35309888,3.625,2458000.5,1.814799732,30.87949107,,3.061958295,,324.1549104,0.403144755,1995,10,15,,Low,FALSE
3666785,8.1374E+11,Slow,,29035.46886,0.173252485,67.39521027,,16104824,,2458000.5,1.166519916,28.85202161,,1.469502839,2457770.913,,,1995,,15,Low,Low,FALSE
2355046,8.14345E+11,Very Slow,27150.86614,16870.49235,0.479738945,186.618454,71767928,44594520,5.1,2458000.5,1.242319678,98.32819872,169.728133,1.580158628,2457965.665,,0.711793516,1995,,22,,,FALSE
2444193,8.14345E+11,Slow,,40608.25172,0.248393365,96.62502289,37159120,23089606,5.673,2458000.5,1.069295735,,78.20976413,1.277321206,2458150.979,225.8678287,0.891368581,1995,10,22,Low,,TRUE
3072196,,,,25247.47583,0.262357991,,39248196,24387698,,2458000.5,0.989173521,357.7895023,,,2457858.76,141.9998844,1.00183304,1995,10,22,Low,Medium,FALSE
3514891,8.14345E+11,Fast,,53064.2019,0.350376547,136.2964783,52415584,32569534,,2458000.5,0.882109986,195.1507089,187.9551444,,2457880.985,142.1815303,1.189652073,1995,10,22,Low,,FALSE
3765702,8.14345E+11,Slow,41926.00094,26051.18653,,,44981772,,6.504,2458000.5,,252.5344599,344.0916159,1.055192397,2457869.526,,1.129309691,,10,22,Low,Medium,FALSE
2003362,,Slow,,26053.41305,0.468673713,182.3140717,70112592,,,2458000.5,0.989526706,152.4478065,55.04820445,1.453186991,2458083.86,276.5319456,1.001296722,1995,11,8,Low,Low,TRUE
3358223,,,37271.67153,23159.16723,0.209470423,,31336330,19471492,,2458000.5,0.892437505,,327.0394215,1.228977059,2458152.279,,1.169061488,1995,11,,Low,Medium,FALSE
