Epoch Date Close Approach,Relative Velocity km per hr,Miles per hour,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles),Jupiter Tisserand Invariant,Epoch Osculation,Semi Major Axis,Asc Node Longitude,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,Hazardous,Day of Year,Miss Distance to Semi Major Axis Ratio,Time Until Approach (days),Eccentricity,Orbital Period (years),Average Orbital Velocity (m/s),Heliocentric Distance (m),Escape Velocity (m/s),Specific Orbital Energy (J/kg),Specific Angular Momentum,Velocity at Perihelion (m/s),Velocity at Aphelion (m/s),Synodic Period,next_approach_date,time_until_approach_days,assumed_mass_kg,velocity_m_s,energy_loss_gj,Custom Anomaly
1202460000.0,80716.91873,50154.35431,0.201039988,78.2045517,30075154.0,18687834.0,7.033,2458000.5,0.813876725,117.111224,220.9403708,1.201135123,2457996.36,5.556806413,53.77355579337289,0.0,22,0.24701528109186316,-6440,0.47581947745219044,0.11684526370774112,207469.8584149295,63822101719.19998,64498.512724105014,19441842003.544678,3536082778635254.5,55405.301351451315,19678.815910778252,2.4648102232509437e-05,790732800.0,-11205,130899693899.57469,1000,55.37057051952009,False
790762000.0,62188.60127,38641.57838,0.431015587,167.6650543,64479012.0,24764642.0,5.1025,2458000.5,1.240789318,161.9335186,192.4201212,1.590004662,2457976.422,46.68495945,28.566670770575648,0.0,22,0.3473720967349591,-11205,0.2814461237971423,0.2199481121773356,168029.40982412425,133379466510.40007,44616.013533879785,13121646951.094078,4763376582347946.0,35712.96772263315,20025.571821752168,4.639728973828532e-05,790732800.0,-11205,130899693899.57469,1000,55.37057051952009,False
790762000.0,46968.24528,27107.89491,0.359801412,139.9627533,53825524.0,33445630.0,6.384,2458000.5,1.223551141,20.49127087,128.4631299,1.234290608,2457976.422,66.77697674,29.172490629013847,0.0,22,0.2940632393231531,-11205,0.008777293110300713,0.21538048934809048,169208.92322493723,181436626430.40002,38253.64032390621,13584159350.45596,4929244760435141.0,27167.859419641616,26695.088537635722,4.543376557921991e-05,1200960000.0,-6457,130899693899.57469,1000,55.37057051952009,False
792230000.0,38987.73464,24225.46212,0.430655991,104.2614517,64425220.0,40031976.0,4.862,2458000.5,1.223551141,122.4368332,192.4201212,1.52051299,2457976.985,15.23187455,29.172490629013847,0.0,189,0.3519722033425001,-11188,0.24270489319906569,0.21538048934809048,169208.92322493723,138617758083.20004,43764.88745112838,13358147162.666384,4782045377350639.0,34498.07184502579,21022.868056028638,4.543376557921991e-05,805161600.0,-11038,130899693899.57469,3000,498.3351346756808,False
792230000.0,142579.1805,88593.15801,0.300963141,117.0746613,45023444.0,27976272.0,5.1025,2458000.5,1.223551141,163.2099234,199.3714587,3.690061555,2457976.422,37.51725738,29.172490629013847,0.0,189,0.24597512185230352,-11188,2.015862133873814,0.21538048934809048,169208.92322493723,-185946707240.80002,,15029753903.14167,,,,4.543376557921991e-05,805161600.0,-11038,130899693899.57469,1000,55.37057051952009,True
792230000.0,46968.24528,56395.13143,0.495973992,104.2614517,74196656.0,46103664.0,6.89,2458000.5,1.223551141,173.8952461,41.64832248,1.207501211,2457976.422,96.60735473,29.172490629013847,0.0,39,0.4053561599351244,-11188,-0.013117498290167505,0.21538048934809048,169208.92322493723,185444320221.6,37838.027025668554,13599971704.87374,4929010528967816.0,26579.463437207498,27286.0441407605,4.543376557921991e-05,792201600.0,-11188,130899693899.57469,20000,22148.22820780804,True
1202460000.0,11120.41414,28959.41622,0.2388245,104.2614517,35727636.0,22200124.0,3.788,2458000.5,1.95815426,173.8952461,34.30691815,2.697454147,2457976.422,189.0511122,14.409083094765831,0.0,46,0.12196408877408872,-6440,0.3775493596709792,0.4360572609552084,133755.26129137105,182340614200.79996,38158.69770791284,8217191856.179536,5774515410411626.0,31668.838210956797,14309.678622038202,9.19847634914444e-05,792806400.0,-11181,130899693899.57469,3000,498.3351346756808,False
792835000.0,46968.24528,44781.04228,0.478086995,185.9758453,39879014.0,44440964.0,6.469,2458000.5,0.907864593,173.8952461,7.392326564,1.590004662,2457968.757,36.16756329,45.643094435476954,0.0,196,0.5266060585314621,-11181,0.751367631538418,0.13765905631270833,196437.2228305561,33768388790.400024,88670.68868077634,15362545741.129198,2801973880400263.5,82976.23845165018,11779.696233248676,2.903869943511982e-05,805766400.0,-11031,130899693899.57469,1000,55.37057051952009,False
1202460000.0,30694.75504,28959.41622,0.461259243,104.2614517,69003400.0,42876724.0,5.372,2458000.5,1.223551141,28.85202161,271.6146744,1.469502839,2457770.913,189.0511122,29.172490629013847,0.0,46,0.37698403241487394,-6440,0.2010146447977526,0.21538048934809048,169208.92322493723,146248876672.80002,42607.78736371757,13408118077.455467,4828816192555927.0,33017.80022118974,21965.3764856186,4.543376557921991e-05,792806400.0,-11181,130899693899.57469,3000,498.3351346756808,False
792835000.0,28510.28656,17715.18334,0.265280586,41.72844696,39879014.0,9971469.0,6.519,2458000.5,0.913730316,177.8573023,90.64125634,1.052083571,2457976.422,203.9869516,45.20428944853041,0.0,196,0.29032700497594083,-11181,0.1514158527711585,0.1389953339347059,195805.6899282971,115996408325.59998,47842.402467433036,18025486367.22029,4210741946743792.0,36300.62350658574,26753.26518049388,2.932058255466494e-05,805766400.0,-11031,130899693899.57469,1000,55.37057051952009,False
792835000.0,16759.72294,10413.84007,0.265280586,104.2614517,38220508.0,23749122.0,6.36,2458000.5,1.223551141,229.0663218,192.4201212,1.100138258,2458042.506,314.5094251,29.172490629013847,0.0,46,0.216812013091,-11181,-0.10086450730546122,0.21538048934809048,169208.92322493723,201505817990.4,36298.73216057556,13657030871.23875,4904295376553189.0,24338.232143683497,29798.730174968663,4.543376557921991e-05,792806400.0,-11181,130899693899.57469,1000,55.37057051952009,False
1202460000.0,7791.742256,4841.485626,0.422850158,164.4887085,63257484.0,39306380.0,3.753,2458000.5,1.978471309,142.2597511,38.66044218,2.78463971,2457957.835,15.11056876,14.18770218259611,0.0,46,0.21372569623651794,-6440,0.4074703521515663,0.4428613757403998,133066.71837059536,175376515036.79993,38908.95199391948,8096422496.3271055,5724342346119019.0,32640.30161004088,13741.21052645909,9.34200678547142e-05,792806400.0,-11181,130899693899.57469,1000,55.37057051952009,False
793440000.0,102308.2353,63570.35879,0.265280586,18.88259506,7261686.5,24764642.0,6.152,2453548.5,0.906733743,173.8952461,322.3904958,1.694158469,2453597.575,303.9792986,45.72850801532618,1.0,53,0.2925672371277353,-11174,0.86841890696021,0.13740193109020177,196559.67984534675,17848628943.200012,121964.3261607634,11880205442.528069,2104068189960555.2,117884.02328584265,8301.836690956565,2.8984459763182823e-05,1203638400.0,-6426,130899693899.57469,20000,22148.22820780804,True
1202460000.0,37985.47118,23602.69458,0.019738226,7.678170204,2952796.75,1834782.875,5.1025,2458000.5,1.357919278,341.2186362,237.1733163,1.899484655,2457976.422,189.0511122,24.951448786398768,0.0,53,0.014535640166381083,-6440,0.39882000776779614,0.25181645206127673,160619.1591513187,122126543589.59998,46626.22104656515,11812254898.696743,4762184357165059.0,38993.85192762138,16758.641904443328,5.3119805264498316e-05,1203638400.0,-6426,130899693899.57469,1000,55.37057051952009,False
1202460000.0,63233.66755,39290.94193,0.434048959,168.845047,64932800.0,40347372.0,5.1025,2458000.5,0.94032584,195.3700872,192.4201212,1.313993469,2458097.467,255.1877435,43.30012425549392,0.0,203,0.461594205472435,-6440,0.39738100677952226,0.14510778930114446,193016.81264141423,84772068365.6,55964.01462005993,17061759514.92826,3965555763151589.0,46779.03747787741,20173.407490137204,3.060998376771254e-05,806371200.0,-11024,130899693899.57469,1000,55.37057051952009,False
1202460000.0,46968.24528,43000.29881,0.102048126,39.69672394,39879014.0,9485966.0,5.149,2458000.5,1.183993437,173.8952461,55.21650962,1.479310862,2457816.155,141.0296512,30.646632178458873,1.0,53,0.08618977336442786,-6440,0.24942488342526156,0.20502041694473552,172012.369136787,132945931395.20006,44688.70047141409,13795587593.113253,4695835280327342.0,35321.3914186537,21218.848634547652,4.324834431667905e-05,793411200.0,-11174,130899693899.57469,1000,55.37057051952009,False
1202460000.0,25790.93301,16025.48279,0.211596871,82.31118774,31654442.0,24764642.0,5.874,2458000.5,1.223551141,173.8952461,192.4201212,1.363199477,2457901.624,92.63701924,29.172490629013847,0.0,53,0.17293667907257504,-6440,0.11413363227781914,0.21538048934809048,169208.92322493723,162151859627.99997,40464.50987333163,13497141569.826876,4897222796635991.0,30201.459347249758,24013.68769126771,4.543376557921991e-05,793411200.0,-11174,130899693899.57469,3000,498.3351346756808,False
1202460000.0,46968.24528,30368.83139,0.350744911,136.4397736,52470692.0,32603776.0,5.308,2458000.5,1.189560559,251.5911063,211.446774,1.415915205,2457797.751,154.0217068,30.431745555972302,1.0,190,0.29485250527711887,-6440,0.1902842560535836,0.20646812045740492,171609.3897043585,144095604584.8,42924.95854967186,13803615284.105669,4771676193859091.0,33114.654729464484,22526.93602677542,4.355373234055215e-05,1215475200.0,-6289,130899693899.57469,1000,55.37057051952009,False
794650000.0,46968.24528,25657.90969,0.051770366,20.13867188,7744736.5,4812356.5,5.089,2458000.5,1.223551141,173.8952461,292.6184517,1.763802986,2457751.689,178.6926558,29.172490629013847,0.0,67,0.04231156693433217,-11160,0.4415441471113793,0.21538048934809048,169208.92322493723,102221574681.60002,50964.054072647676,13017162445.711473,4422883604706221.5,43267.61369586244,16761.92307907952,4.543376557921991e-05,794620800.0,-11160,130899693899.57469,1000,55.37057051952009,False
794650000.0,42950.31311,26687.65428,0.097544116,37.944664,39879014.0,24764642.0,7.48,2455882.5,1.223551141,352.9223652,192.4201212,1.057832607,2455988.219,203.6522586,29.172490629013847,0.0,67,0.07972214052309891,-11160,-0.1354406272422414,0.21538048934809048,169208.92322493723,207834743380.0,35741.77992996891,13677092433.190187,4884012197082069.0,23499.498292026463,30862.293465705832,4.543376557921991e-05,794620800.0,-11160,130899693899.57469,1000,55.37057051952009,False
794650000.0,35546.91538,22087.47084,0.146699984,104.2614517,39879014.0,13636615.0,5.349,2458000.5,1.223551141,336.8735047,192.4201212,1.446664836,2457796.516,189.0511122,29.172490629013847,0.0,189,0.11989689607914804,-11160,0.18234930075554562,0.21538048934809048,169208.92322493723,149665441921.59998,42118.6541160954,13428839337.195711,4846786828684965.0,32384.141365271767,22395.171896177504,4.543376557921991e-05,805161600.0,-11038,130899693899.57469,3000,498.3351346756808,False
794650000.0,57379.34578,35653.29405,0.172902903,67.25922394,25865906.0,16072328.0,5.1025,2458000.5,1.442414905,151.7319137,97.07781957,2.073325675,2457976.422,317.5623087,22.791420628665108,0.0,189,0.11987043561505627,-11160,0.4373989535278686,0.2756820388491769,155843.6905597475,121401018596.0,46765.33889563668,11050129482.629293,4813046758853910.0,39645.85153005045,15517.471683377491,5.8154167842157666e-05,805161600.0,-11038,130899693899.57469,1000,55.37057051952009,False
794650000.0,46968.24528,28959.41622,0.265280586,129.6083069,39879014.0,30971322.0,6.708,2458000.5,0.865355365,64.12627503,292.8831881,1.310067172,2457976.422,140.1980047,49.04728393865992,0.0,67,0.3065568166899849,-11160,0.5139065694704509,0.1281046533593488,201204.21743515524,62928276276.80002,64954.96204493683,18131995009.717022,3556253474594188.0,56512.80608659042,18145.441953588208,2.7023231342600176e-05,794620800.0,-11160,130899693899.57469,1000,55.37057051952009,False
794650000.0,42950.20292,26687.58581,0.097543755,37.94451904,39879014.0,9067258.0,7.48,2456125.5,0.762953501,352.9209235,192.4201212,1.057793118,2457976.422,203.0327732,59.24607625331308,0.0,189,0.12785019646957488,-11160,0.386445067246634,0.10605234480533597,214281.80198042738,70029837046.40002,61573.4791013419,21062698665.66785,3590154551158288.0,51266.070329130445,22687.195530786597,2.237137350554058e-05,805161600.0,-11038,130899693899.57469,1000,55.37057051952009,False
795254000.0,13816.86035,8585.2597,0.265280586,33.64254761,12937927.0,8039255.0,5.694,2458000.5,1.08505392,143.9720934,2.124647144,1.275511373,2457976.422,343.2780838,34.932504053233195,0.0,74,0.24448608600022384,-11153,0.17552810002290037,0.1798664446615313,179683.69294791538,133831631463.19998,44540.57969910393,15151183135.734253,4569999441765670.0,34147.37900002582,23949.70774653617,3.794220129713062e-05,795225600.0,-11153,130899693899.57469,3000,498.3351346756808,False
795859000.0,52742.18585,32771.9432,0.265280586,191.9521637,39879014.0,45869068.0,5.679,2458000.5,1.039069958,211.1661459,111.2704878,1.724513416,2458022.991,339.0708465,37.27687657945492,1.0,82,0.255305799150051,-11146,0.6596701720828697,0.16855450036934028,183616.5955026712,52902524399.99997,70843.0177951298,14348160486.835247,3414045823144276.0,64534.648617718485,13233.391928227027,3.5555985968285384e-05,1206144000.0,-6397,130899693899.57469,1000,55.37057051952009,False
1202460000.0,46968.24528,16810.02469,0.499180379,194.1811676,39879014.0,46401716.0,5.1025,2458000.5,1.298712854,42.77459458,283.6789059,1.590004662,2457976.422,282.4479213,26.67700007893354,0.0,82,0.3843654719074645,-6440,0.22429269649778943,0.2355281811518729,164239.5534241207,150710188481.6,41972.41369139222,12606473698.936617,4949190712155323.0,32839.12495909035,20806.747556575097,4.968385113314402e-05,1206144000.0,-6397,130899693899.57469,1000,55.37057051952009,False
795859000.0,46968.24528,32172.93271,0.420966184,163.7558441,62975644.0,24764642.0,5.1025,2458000.5,1.067729565,228.3483096,179.9055931,1.590004662,2458175.962,189.0511122,35.78613500926124,0.0,82,0.39426292742956875,-11146,0.4891454860107764,0.17557596833392417,181135.5486229586,81599988412.80002,57041.40348929435,14778182631.455858,4016371406954435.5,49220.24481959872,16885.109266996587,3.703714022924228e-05,1206144000.0,-6397,130899693899.57469,1000,55.37057051952009,False
795859000.0,59537.69736,36994.40978,0.37246233,144.8878479,55719572.0,34622536.0,5.118,2458000.5,1.223551141,173.8952461,192.4201212,1.470259485,2457976.422,196.5243824,29.172490629013847,1.0,82,0.30441092122687174,-11146,0.20163304641142085,0.21538048934809048,169208.92322493723,146135682431.2,42624.28580719496,13407414979.184631,4828189654349269.0,33039.08788069168,21951.223811151725,4.543376557921991e-05,1206144000.0,-6397,130899693899.57469,1000,55.37057051952009,False
795859000.0,26420.907,16416.92413,0.071064889,27.64424133,39879014.0,6605894.0,5.1025,2458000.5,1.223551141,330.7831998,290.4836428,1.404419606,2457820.163,189.0511122,29.172490629013847,0.0,197,0.05808084894753084,-11146,0.14782256248985018,0.21538048934809048,169208.92322493723,155985328329.6,41256.594402712784,13464776558.616375,4875279375181866.0,31254.730347974182,23204.43672080446,4.543376557921991e-05,1216080000.0,-6282,130899693899.57469,3000,498.3351346756808,False
1202460000.0,46968.24528,28959.41622,0.265280586,153.0773468,58869008.0,36579508.0,4.698,2458000.5,1.408325756,158.2260558,28.4122282,1.725882064,2457721.451,189.0511122,23.623922851683385,0.0,81,0.18836592661165533,-6440,0.2254849821833409,0.26596706002753734,157718.54576594825,163179109420.8,40336.94211986774,11624035389.471977,5152363908812841.0,31574.8990609216,19955.555444799596,5.610482682837576e-05,795830400.0,-11146,130899693899.57469,3000,498.3351346756808,False
795859000.0,82168.66311,51056.41181,0.472964258,183.9830933,70754448.0,24764642.0,5.1025,2458000.5,0.841631581,171.1772581,218.2204921,1.590004662,2457932.079,87.33995138,51.135636189094264,0.0,203,0.5619611581566828,-11146,0.8891932026966082,0.12287292728587595,204020.26780102815,13951471600.000029,137951.12341500027,11296878611.071302,1870546247694292.2,134075.19302080566,7863.908633200484,2.5919616912545178e-05,806371200.0,-11024,130899693899.57469,20000,22148.22820780804,True
1202460000.0,73347.20038,45575.09792,0.224380966,104.2614517,33566916.0,20857514.0,5.1025,2458000.5,1.235912133,356.5439055,192.4201212,1.590004662,2457976.422,90.33855226,28.735933167162905,0.0,81,0.18155090480044667,-6440,0.2865029960831364,0.21865255847544568,168360.6241531141,131920212758.40004,44862.097995674536,13166345964.32632,4746585693400636.0,35980.73103545989,19954.981737858427,4.6123997188133186e-05,795830400.0,-11146,130899693899.57469,1000,55.37057051952009,False
797324000.0,46968.24528,51360.00677,0.086732912,33.73910141,39879014.0,8062327.5,5.1025,2458000.5,1.223551141,173.8952461,299.7393342,4.020893403,2458582.733,191.4543291,29.172490629013847,0.0,98,0.07088621725211566,-11129,2.286248746181341,0.21538048934809048,169208.92322493723,-235439151701.5999,,14879677561.462143,,,,4.543376557921991e-05,797299200.0,-11129,130899693899.57469,20000,22148.22820780804,True
797324000.0,27059.26388,16813.57427,0.265280586,91.82387543,35312740.0,24764642.0,5.1025,2458000.5,0.988667858,264.4056022,87.81644304,1.590004662,2457942.407,58.24402434,40.163455956027796,0.0,189,0.26832124039780403,-11129,0.6082293453096156,0.15644035498485523,188238.78775003587,57944725678.399994,67690.58940096102,15425912660.07678,3517233493718683.5,60699.8040380714,14786.698201303541,3.3000549107420235e-05,805161600.0,-11038,130899693899.57469,1000,55.37057051952009,False
1202460000.0,77525.04416,28959.41622,0.467475832,104.2614517,69933392.0,43454592.0,5.1025,2458000.5,1.223551141,190.8023227,16.17455003,3.251179614,2457976.422,217.6120228,29.172490629013847,0.0,196,0.38206480819259847,-6440,1.657166917716928,0.21538048934809048,169208.92322493723,-120289968867.20004,,15419428331.124945,,,,4.543376557921991e-05,805766400.0,-11031,130899693899.57469,1000,55.37057051952009,True
797324000.0,48932.03858,28959.41622,0.322858367,125.5919037,48298924.0,30011560.0,5.916,2458000.5,1.033210408,10.44411033,192.4201212,1.590004662,2458145.012,224.3796114,37.59443307047579,0.0,98,0.3124807536781995,-11129,0.5388972562498615,0.16713073702696662,184136.52324253862,71271856638.4,61034.61578872211,15090517433.68652,3815786808108342.0,53538.47911480483,16041.837436376421,3.5255648040121674e-05,797299200.0,-11129,130899693899.57469,1000,55.37057051952009,False
797929000.0,46968.24528,28959.41622,0.382616727,148.8379059,39879014.0,35566448.0,5.1025,2458000.5,1.052079403,173.8952461,242.2931976,1.36371177,2457976.422,189.0511122,36.58759988379277,1.0,196,0.3636766634808837,-11122,0.2962061286547208,0.1717299119684222,182477.81239208172,110770876585.60004,48957.863256230776,15450639820.39199,4365862813124939.5,39413.45367752098,21400.10491663038,3.622582800758476e-05,805766400.0,-11031,130899693899.57469,3000,498.3351346756808,False
797929000.0,50728.33138,28959.41622,0.268970285,104.6294403,40237380.0,25002350.0,5.1025,2458000.5,0.863323089,18.6394879,344.8005314,1.034788039,2458132.945,197.2654368,49.22057292563913,0.0,197,0.31155228955077785,-11122,0.1986104069087396,0.1276536402099996,201440.897161149,103501977594.4,50647.83985336603,19006615683.638203,4058201428339137.5,39208.92646363027,26215.04489125148,2.692809168643773e-05,1216080000.0,-6282,130899693899.57469,1000,55.37057051952009,False
797929000.0,40318.2038,28959.41622,0.232869134,90.58609009,34836728.0,21646538.0,5.1025,2458000.5,0.869336432,150.0050897,204.9786871,1.023604203,2457906.714,114.0409109,48.71075690516388,0.0,196,0.26786998154932956,-11122,0.17745462552983188,0.12898968741981298,200742.98828016064,106974271685.59998,49819.066098001,18907903998.38586,4089140309467388.5,38225.45594407478,26703.51051503453,2.7209926201333494e-05,805766400.0,-11031,130899693899.57469,1000,55.37057051952009,False
798534000.0,46968.24528,28959.41622,0.036241749,14.09803963,5421688.5,3368881.0,5.768,2458000.5,1.061197121,215.4436355,192.4201212,1.198138093,2457865.406,301.4816145,36.117077735792165,1.0,203,0.03415175963335468,-11115,0.1290438593264899,0.17396715628941722,181692.2041365159,138268719890.4,43820.0915101013,15545928312.01586,4552370820519525.0,32924.08307625907,25397.979090394612,3.669776692058096e-05,806371200.0,-11024,130899693899.57469,3000,498.3351346756808,False
798534000.0,93793.96984,58279.92531,0.400642975,155.8501129,59935336.0,37242092.0,5.1025,2458000.5,1.223551141,114.7292731,354.169234,2.298905386,2457734.923,144.3317647,29.172490629013847,0.0,112,0.3274427701261079,-11115,0.8788796879557647,0.21538048934809048,169208.92322493723,22170255641.60003,109433.40206136744,8327995106.108903,2351554722437148.0,106068.00212193835,6837.579647739667,4.543376557921991e-05,798508800.0,-11115,130899693899.57469,20000,22148.22820780804,True
798534000.0,69367.00524,28959.41622,0.439236961,104.2614517,65708916.0,40829628.0,5.148,2458000.5,1.182148765,173.8952461,110.1549531,1.800723602,2457976.422,164.4894217,30.71839349263847,1.0,203,0.3715581101165385,-11115,0.5232631080911376,0.2045414682472026,172146.52429664956,84310659628.80003,56116.94339685022,13242657245.605833,4129038753235991.5,48974.1009193283,15327.464134262107,4.314731175372942e-05,806371200.0,-11024,130899693899.57469,1000,55.37057051952009,False
1202460000.0,33497.51589,28959.41622,0.036241749,14.09803963,39879014.0,3368881.0,5.1025,2458000.5,1.061191066,215.4428313,61.1891387,1.198101,2457865.417,121.7908146,36.117386854326035,1.0,204,0.034151954498267516,-6440,0.12901534736441156,0.17396566735356173,181692.72249026108,138272457347.19995,43819.499285124446,15546048444.162,4552374864184435.0,32923.22239383867,25398.787968013497,3.66974528347377e-05,1216684800.0,-6275,130899693899.57469,3000,498.3351346756808,False
799916000.0,51633.11046,32082.80689,0.226923408,88.27320862,33947260.0,21093848.0,5.1025,2458000.5,2.104018122,299.0216816,332.9520295,3.224375682,2457678.054,104.1327876,12.936967418827598,1.0,189,0.10785240185302929,-11099,0.5324847482468595,0.4856768285614957,129035.61228938033,147155620075.19995,42476.31420497196,7422975985.227888,5471504495825827.0,37181.756925286034,11343.041729736704,0.00010245183880355787,805161600.0,-11038,130899693899.57469,1000,55.37057051952009,False
1202460000.0,39036.72631,24255.90363,0.307915058,104.2614517,46063436.0,28622494.0,6.379,2458000.5,0.935217007,204.1993483,23.65247194,1.166566083,2458103.637,247.6041478,43.655413350087606,0.0,189,0.3292445022869436,-6440,0.24737475288449262,0.14392683117652755,193543.29346615303,105298642477.60002,50213.88979589437,17468785858.645603,4175707929951023.0,39655.85720480027,23927.05099996827,3.036086475625926e-05,805161600.0,-11038,130899693899.57469,3000,498.3351346756808,False
799916000.0,46968.24528,28959.41622,0.265280586,104.2614517,29137866.0,18105430.0,6.696,2458000.5,0.874062218,100.3027573,257.1689857,1.209601643,2457968.782,38.25533,48.316245204373125,0.0,189,0.3035030922707152,-11099,0.383885057711075,0.13004291373641122,200199.57492126865,80563009832.79996,57407.338098643486,18392133665.54235,3847141011040212.5,47753.19366821757,21260.043236299098,2.7432100631872804e-05,805161600.0,-11038,130899693899.57469,1000,55.37057051952009,False
